control_number,sequence_number,violator_id,status_description,gdate_happened,gdate_paid,original_fine,actual_fine,is_discounted,violation_type_description,vehicle_make,vehicle_model,district,city,region
101571189,6,1346161685,Issued to violator but un-paid,2026-01-25 04:14:45,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,راش,الغدير,الرياض,منطقة الرياض
102253799,6,2224397647,Issued to violator but un-paid,2026-01-25 03:58:36,,150,150,False,عدم ربط حزام,شيفروليه,كابريس,النسيم,الرياض,منطقة الرياض
102253799,7,1421188039,Issued to violator but un-paid,2026-01-25 00:53:31,,150,150,False,عدم ربط حزام,مرسيدس بنز,مرسيدس بنز E-Class,الياسمين,الرياض,منطقة الرياض
102253799,8,2075047458,Issued to violator but un-paid,2026-01-24 21:43:55,,150,150,False,عدم ربط حزام,هوندا,هوندا سيفيك,العقيق,الرياض,منطقة الرياض
103163980,1,2766813526,Issued to violator but un-paid,2026-01-24 20:04:17,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,جيب,رانجلر,الروضة,الرياض,منطقة الرياض
100925051,4,2234846887,Issued to violator but un-paid,2026-01-24 19:44:10,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,بي إم دبليو,بي إم دبليو X5,الملقا,الرياض,منطقة الرياض
100925051,2,2949817665,Issued to violator but un-paid,2026-01-24 19:32:34,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,هوندا,هوندا سيفيك,العقيق,الرياض,منطقة الرياض
100925051,3,1397110234,Issued to violator but un-paid,2026-01-24 19:32:16,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,صني,العليا,الرياض,منطقة الرياض
102253799,8,1176915548,Issued to violator but un-paid,2026-01-24 18:39:41,,150,150,False,عدم ربط حزام,بي إم دبليو,بي إم دبليو X5,الملز,الرياض,منطقة الرياض
103163980,4,2321283176,Issued to violator but un-paid,2026-01-24 18:16:01,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مازدا,مازدا CX-5,العليا,الرياض,منطقة الرياض
102218740,3,2957066632,Issued to violator but un-paid,2026-01-24 15:05:55,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,لكزس,لكزس LX,الملز,الرياض,منطقة الرياض
102218740,7,1709445209,Issued to violator but un-paid,2026-01-24 13:44:03,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جيب,رانجلر,السلي,الرياض,منطقة الرياض
100925051,2,1279834690,Issued to violator but un-paid,2026-01-24 13:13:08,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مازدا,مازدا CX-5,النسيم,الرياض,منطقة الرياض
102253799,8,2165367636,Issued to violator but un-paid,2026-01-24 11:11:53,,150,150,False,عدم ربط حزام,كيا,سبورتاج,الملز,الرياض,منطقة الرياض
100925051,5,2707305174,Issued to violator but un-paid,2026-01-24 09:07:23,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,شيفروليه,تاهو,العليا,الرياض,منطقة الرياض
103163980,2,2567237883,Issued to violator but un-paid,2026-01-24 08:39:03,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,كيا,كارينز,النرجس,الرياض,منطقة الرياض
103163980,7,2081913918,Issued to violator but un-paid,2026-01-24 06:03:03,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرسيدس بنز,مرسيدس بنز E-Class,النرجس,الرياض,منطقة الرياض
103163980,3,2938136993,Issued to violator but un-paid,2026-01-24 05:32:26,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,كيا,سبورتاج,الملقا,الرياض,منطقة الرياض
100925051,3,2768961611,Issued to violator but un-paid,2026-01-24 03:10:15,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,نافارا,النرجس,الرياض,منطقة الرياض
100925051,6,1141753379,Issued to violator but un-paid,2026-01-24 02:47:19,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,شيفروليه,تاهو,العقيق,الرياض,منطقة الرياض
103163980,9,1047375159,Issued to violator but un-paid,2026-01-24 01:25:41,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,هيونداي,توسان,الغدير,الرياض,منطقة الرياض
100925051,1,2635223129,Issued to violator but un-paid,2026-01-23 23:19:41,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,بي إم دبليو,بي إم دبليو 3 Series,السلي,الرياض,منطقة الرياض
100925051,2,1533282194,Issued to violator but un-paid,2026-01-23 22:57:26,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,جيب,شيروكي,النرجس,الرياض,منطقة الرياض
100925051,7,1879616479,Issued to violator but un-paid,2026-01-23 21:39:27,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,صني,السلي,الرياض,منطقة الرياض
101571189,3,2046609154,Issued to violator but un-paid,2026-01-23 19:55:14,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,شيفروليه,تاهو,الروضة,الرياض,منطقة الرياض
103163980,6,2367300303,Issued to violator but un-paid,2026-01-23 18:58:20,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,لكزس,لكزس RX,العقيق,الرياض,منطقة الرياض
101571189,1,1465931375,Issued to violator but un-paid,2026-01-23 17:36:08,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,جي إم سي,يوكون,الياسمين,الرياض,منطقة الرياض
101571189,8,1639767099,Issued to violator but un-paid,2026-01-23 17:32:07,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مازدا,مازدا 3,السلي,الرياض,منطقة الرياض
103163980,9,1330841660,Issued to violator but un-paid,2026-01-23 16:42:39,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرسيدس بنز,مرسيدس بنز G-Class,الملقا,الرياض,منطقة الرياض
100925051,10,2512841614,Issued to violator but un-paid,2026-01-23 14:49:06,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,صني,النسيم,الرياض,منطقة الرياض
100925051,4,2375933046,Issued to violator but un-paid,2026-01-23 12:19:12,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,هوندا,هوندا سيفيك,الروضة,الرياض,منطقة الرياض
102218740,6,1905822419,Issued to violator but un-paid,2026-01-23 09:06:48,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,تويوتا,كورولا,العقيق,الرياض,منطقة الرياض
102218740,3,2285863214,Issued to violator but un-paid,2026-01-23 07:01:10,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرسيدس بنز,مرسيدس بنز E-Class,النسيم,الرياض,منطقة الرياض
100925051,8,1797069632,Issued to violator but un-paid,2026-01-23 05:13:54,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,ميتسوبيشي,لانسر,السلي,الرياض,منطقة الرياض
102253799,5,2216982878,Issued to violator but un-paid,2026-01-23 04:53:45,,150,150,True,عدم ربط حزام,مرسيدس بنز,مرسيدس بنز G-Class,الملقا,الرياض,منطقة الرياض
103163980,4,1243937786,Issued to violator but un-paid,2026-01-23 03:28:25,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,هيونداي,سوناتا,العليا,الرياض,منطقة الرياض
100925051,3,1368098379,Issued to violator but un-paid,2026-01-23 02:48:02,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرسيدس بنز,مرسيدس بنز G-Class,الملقا,الرياض,منطقة الرياض
103163980,8,1840655984,Issued to violator but un-paid,2026-01-22 23:57:23,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,فورد,إكسبلورر,الملز,الرياض,منطقة الرياض
101571189,6,1836574399,Issued to violator but un-paid,2026-01-22 23:12:27,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,نيسان,نافارا,الملقا,الرياض,منطقة الرياض
102218740,10,2049009366,Issued to violator but un-paid,2026-01-22 22:29:05,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جي إم سي,يوكون,النرجس,الرياض,منطقة الرياض
102253799,9,1465931375,Issued to violator but un-paid,2026-01-22 21:43:30,,150,150,False,عدم ربط حزام,جي إم سي,يوكون,العليا,الرياض,منطقة الرياض
102218740,3,2880978142,Issued to violator but un-paid,2026-01-22 21:22:56,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,صني,الملز,الرياض,منطقة الرياض
103163980,5,1796096797,Issued to violator but un-paid,2026-01-22 21:20:51,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,كيا,ريو,النرجس,الرياض,منطقة الرياض
102253799,6,1901132688,Issued to violator but un-paid,2026-01-22 21:19:14,,150,150,True,عدم ربط حزام,كيا,كارينز,الياسمين,الرياض,منطقة الرياض
102253799,7,1972412161,Issued to violator but un-paid,2026-01-22 20:10:29,,150,150,True,عدم ربط حزام,جيب,رانجلر,العليا,الرياض,منطقة الرياض
103163980,8,2204027839,Issued to violator but un-paid,2026-01-22 18:08:13,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,بي إم دبليو,بي إم دبليو 3 Series,الروضة,الرياض,منطقة الرياض
102218740,2,2600992939,Issued to violator but un-paid,2026-01-22 17:56:06,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,أكسنت,الغدير,الرياض,منطقة الرياض
100925051,10,2138155120,Issued to violator but un-paid,2026-01-22 16:29:52,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,فورد,إكسبلورر,العقيق,الرياض,منطقة الرياض
102218740,6,1041682805,Issued to violator but un-paid,2026-01-22 11:45:46,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرسيدس بنز,مرسيدس بنز G-Class,النسيم,الرياض,منطقة الرياض
100925051,2,1931329659,Issued to violator but un-paid,2026-01-22 10:37:01,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرسيدس بنز,مرسيدس بنز G-Class,السلي,الرياض,منطقة الرياض
102253799,6,2735519435,Issued to violator but un-paid,2026-01-22 09:44:11,,150,150,False,عدم ربط حزام,فورد,رينجر,الملقا,الرياض,منطقة الرياض
102218740,8,2111638357,Issued to violator but un-paid,2026-01-22 08:23:55,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,ميتسوبيشي,لانسر,النسيم,الرياض,منطقة الرياض
102253799,3,1570044825,Issued to violator but un-paid,2026-01-22 08:16:30,,150,150,True,عدم ربط حزام,كيا,ريو,الروضة,الرياض,منطقة الرياض
100925051,8,1391041112,Issued to violator but un-paid,2026-01-22 08:02:26,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,نافارا,الروضة,الرياض,منطقة الرياض
100925051,2,2145021215,Issued to violator but un-paid,2026-01-22 07:47:25,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,شيفروليه,كابريس,السلي,الرياض,منطقة الرياض
101571189,6,1017763549,Issued to violator but un-paid,2026-01-22 07:34:17,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,هيونداي,كريتا,الروضة,الرياض,منطقة الرياض
102253799,1,2658289146,Issued to violator but un-paid,2026-01-22 07:14:36,,150,150,False,عدم ربط حزام,مرسيدس بنز,مرسيدس بنز G-Class,العقيق,الرياض,منطقة الرياض
101571189,3,1527389041,Issued to violator but un-paid,2026-01-22 05:57:58,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,جيب,شيروكي,الغدير,الرياض,منطقة الرياض
